StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q13_1,Q13_2,Q13_3,Q13_4,Q13_4_TEXT,Q14_1,Q14_2,Q14_3,Q14_4,Q14_4_TEXT,Q16_1,Q16_2,Q16_3,Q16_4,Q16_4_TEXT,Q17_1,Q17_2,Q17_3,Q17_3_TEXT,Q18#1_1,Q18#2_1,Q29#1_1,Q29#2_1,Q30#1_1,Q30#2_1,Q31#1_1,Q31#2_1,Q32#1_1,Q32#2_1,Q33#1_1,Q33#2_1,Q34#1_1,Q34#2_1,Q35#1_1,Q35#2_1,Q36#1_1,Q36#2_1,Q37#1_1,Q37#2_1,Q38#1_1,Q38#2_1,Q39#1_1,Q39#2_1,Q40#1_1,Q40#2_1,Q41#1_1,Q41#2_1,Q42#1_1,Q42#2_1,Q43#1_1,Q43#2_1,Q44#1_1,Q44#2_1,Q45#1_1,Q45#2_1,Q46#1_1,Q46#2_1,Q47#1_1,Q47#2_1,Q48#1_1,Q48#2_1,Q34_0_GROUP,Q34_1_GROUP,Q34_2_GROUP,Q34_0_1_RANK,Q34_0_2_RANK,Q34_0_3_RANK,Q34_0_4_RANK,Q34_0_5_RANK,Q34_0_6_RANK,Q34_0_7_RANK,Q34_0_8_RANK,Q34_0_9_RANK,Q34_0_10_RANK,Q34_0_11_RANK,Q34_0_12_RANK,Q34_0_13_RANK,Q34_0_14_RANK,Q34_0_15_RANK,Q34_0_16_RANK,Q34_0_17_RANK,Q34_0_18_RANK,Q34_0_19_RANK,Q34_0_20_RANK,Q34_0_21_RANK,Q34_1_1_RANK,Q34_1_2_RANK,Q34_1_3_RANK,Q34_1_4_RANK,Q34_1_5_RANK,Q34_1_6_RANK,Q34_1_7_RANK,Q34_1_8_RANK,Q34_1_9_RANK,Q34_1_10_RANK,Q34_1_11_RANK,Q34_1_12_RANK,Q34_1_13_RANK,Q34_1_14_RANK,Q34_1_15_RANK,Q34_1_16_RANK,Q34_1_17_RANK,Q34_1_18_RANK,Q34_1_19_RANK,Q34_1_20_RANK,Q34_1_21_RANK,Q34_2_1_RANK,Q34_2_2_RANK,Q34_2_3_RANK,Q34_2_4_RANK,Q34_2_5_RANK,Q34_2_6_RANK,Q34_2_7_RANK,Q34_2_8_RANK,Q34_2_9_RANK,Q34_2_10_RANK,Q34_2_11_RANK,Q34_2_12_RANK,Q34_2_13_RANK,Q34_2_14_RANK,Q34_2_15_RANK,Q34_2_16_RANK,Q34_2_17_RANK,Q34_2_18_RANK,Q34_2_19_RANK,Q34_2_20_RANK,Q34_2_21_RANK,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q32,Q7,Q9,Q11,Q11_3_TEXT,Q19,Q31
11/5/19,11/5/19,IP Address,128.135.98.91,100,1044,TRUE,11/5/19,R_1BWc4UGLI5kG7Oi,,,,,41.78210449,-87.604599,anonymous,EN,0,100,0,0,,0,0,0,100,Theory,0,100,0,0,,10,90,0,,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not important,"How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?","When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?,What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,Do species with large effective population size have unexpected outcomes for population genetic processes?","What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,What oceanographic and biological processes contribute to genetic load, and how does the geographic distribution of load affect adaptation?,How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?",,3,,1,,,,2,,,,,,,,,,,,,,,,,,1,2,,,,3,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,3,,,,,2,1,5,4,3,,Masters,20-29,Male,,4,United States of America
11/5/19,11/5/19,IP Address,130.166.198.79,100,652,TRUE,11/5/19,R_3kAMJi04EDPvw5J,,,,,34.22779846,-118.4420013,anonymous,EN,50,50,0,0,,60,40,0,0,,25,5,70,0,,80,20,0,,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?,How do microbial symbiont(s) or microbiomes affect the adaptation or acclimation of their hosts to a changing environment?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,4,2,5,3,,PhD,40-49,Male,,18,United States of America
11/2/19,11/5/19,IP Address,155.33.137.16,100,257230,TRUE,11/5/19,R_2dYzNUontOYBXAb,,,,,42.34269714,-71.09220123,anonymous,EN,35,50,15,0,,0,100,0,0,,0,100,0,0,,75,25,0,,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?,"For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,2,3,4,5,1,,Bachelors,20-29,Female,,6,United States of America
11/5/19,11/5/19,IP Address,75.104.71.25,100,1718,TRUE,11/5/19,R_1IMeOL9LGWPiDrN,,,,,37.75100708,-97.8219986,anonymous,EN,50,50,0,0,,50,0,50,0,,0,100,0,0,,100,0,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,"When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?","Under what conditions does the evolved plastic response predict the evolutionary response?,What is the relative contribution of temporal fluctuating selection to maintaining variation in populations for short vs. long generation times?,Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?","For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,How and which dispersal traits are evolving in response to environmental change?,What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?",,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,1,,,,,,,,2,,1,,3,,,,,,,,,,,1,2,4,5,3,,PhD,50-59,Male,,20,United States of America
11/1/19,11/6/19,IP Address,129.252.89.192,100,438430,TRUE,11/6/19,R_YS0H1aXYg4DNsmR,,,,,34.0007019,-81.03479767,anonymous,EN,10,90,0,0,,0,25,75,0,,0,75,25,0,,95,5,0,,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Not important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Not important,Not important,Somewhat important,Very important,Very important,Not important,Not important,Not important,Somewhat important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Not important,Not important,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,"When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?","What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?",,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,2,4,5,3,"Re: previous question -- of the list you gave, the only factor that matters in determining importance of a question is novelty.  The other four are equally irrelevant.

However, breadth of applicability also matters for assessing the importance of a question.",PhD,40-49,Male,,25,United States of America
11/7/19,11/7/19,IP Address,107.77.237.57,100,1132,TRUE,11/7/19,R_2CdJHxYliVPaFN1,,,,,33.938797,-84.27539825,anonymous,EN,40,60,0,0,,0,100,0,0,,100,0,0,0,,90,10,0,,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Not important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,"Very important,Somewhat important",Somewhat important,Very important,Somewhat important,"Somewhat important,Not important",Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,"Very important,Somewhat important",Very important,Somewhat important,"How can we quantify additive genetic variance (e.g., heritability) effectively in systems where pair-mated cross designs or pedigrees are not feasible?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?","How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,What oceanographic and biological processes contribute to genetic load, and how does the geographic distribution of load affect adaptation?","For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,How and which dispersal traits are evolving in response to environmental change?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?",,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,3,,,2,,1,,,,,,,,,,,,,3,4,5,2,1,What are the traits of species (or populations) and particular marine environments that will allow species to adapt to climate change?  Which species (or habitats) will not be able to keep pace with a changing world?  ,PhD,40-49,Female,,24,United States of America
11/11/19,11/12/19,IP Address,128.125.146.23,100,77213,TRUE,11/12/19,R_3OpEo0cV2GobyND,,,,,34.03219604,-118.2835999,anonymous,EN,33,33,34,0,,0,100,0,0,,35,50,15,0,,100,0,0,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,"How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,How can we quantify additive genetic variance (e.g., heritability) effectively in systems where pair-mated cross designs or pedigrees are not feasible?","Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?,What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?","What are the reasons for genetic divergence in the sea within and/or among species?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?",,,3,,,,,2,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,1,,,,,,,,2,,,,,,,,,,,,,1,2,4,5,3,,PhD,30-39,Female,,11,United States of America
11/12/19,11/12/19,IP Address,23.123.6.59,100,741,TRUE,11/12/19,R_24jg87AypdIag5N,,,,,38.5447998,-121.7447968,anonymous,EN,60,35,5,0,,0,60,40,0,,0,40,60,0,,70,30,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Not important,Not important,Somewhat important,Not important,Very important,Somewhat important,Very important,Not important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Not important,Not important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Not important,Not important,Very important,Very important,"What are the reasons for genetic divergence in the sea within and/or among species?,Do species with large effective population size have unexpected outcomes for population genetic processes?","How do microbial symbiont(s) or microbiomes affect the adaptation or acclimation of their hosts to a changing environment?,What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,How does variation in selection or plasticity across different life history stages constrain or promote adaptation?","What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?",1,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,3,2,4,5,1,,PhD,30-39,Male,,9,United States of America
11/12/19,11/12/19,IP Address,155.41.71.63,100,914,TRUE,11/12/19,R_1DJgWzY7QgBt2QT,,,,,42.34640503,-71.09750366,anonymous,EN,50,45,5,0,,0,100,0,0,,0,70,30,0,,100,,0,,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,3,4,,PhD,30-39,Female,,10,United States of America
11/12/19,11/12/19,IP Address,143.107.246.219,100,683,TRUE,11/12/19,R_1q96uOwFQdIHN7i,,,,,-23.63000488,-46.63220215,anonymous,EN,0,80,20,0,,10,90,0,0,,0,100,0,0,,100,0,0,,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,"What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?,What are the reasons for genetic divergence in the sea within and/or among species?","What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,Do species with large effective population size have unexpected outcomes for population genetic processes?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?","Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?,How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,How does variation in selection or plasticity across different life history stages constrain or promote adaptation?",3,2,,,,,,,,,1,,,,,,,,,,,,,,,,1,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,1,,,,1,5,4,2,3,,PhD,40-49,Female,,15,Brazil
11/12/19,11/12/19,IP Address,73.38.185.16,100,1111,TRUE,11/12/19,R_33kcsTd3A4ZKcws,,,,,41.29289246,-72.52600098,anonymous,EN,30,30,40,0,,0,100,0,0,,30,70,0,0,,90,10,0,,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,1,3,4,5,"For the penultimate question (#1 problem for the three fields), I was unable to use the same answer for more than one field despite your claim that an answer could apply to multiple fields.  I agree with previous emails that some of these questions are a bit too narrow in terms of identifying major questions for the fields.  In my view, we are facing unprecedented issues related to rapid environmental changes, and we need to make fast progress on how plasticity and adaptation will respond to such changes. This is the major issue we face as a community and for society. ",PhD,60-69,Male,,30,United States of America
11/12/19,11/12/19,IP Address,137.110.37.49,100,1001,TRUE,11/12/19,R_3fODomIzsmonmMK,,,,,32.84869385,-117.2767029,anonymous,EN,20,80,0,0,,0,100,0,0,,0,100,0,0,,100,0,0,,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Somewhat important,Very important,Somewhat important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,"What are the reasons for genetic divergence in the sea within and/or among species?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?,How do the genetics and geography of local adaptation interact with oceanographic processes to predict (or not) future evolvability?","What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,What is the relative contribution of temporal fluctuating selection to maintaining variation in populations for short vs. long generation times?","Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?,For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?",1,2,,,,,,,,,,,,,3,,,,,,,,,,,,1,,2,,,,,,3,,,,,,,,,,,3,,,,,2,,,,,,,,,1,,,,,,,,,,PhD,60-69,Male,,40,United States of America
11/12/19,11/12/19,IP Address,131.204.254.85,100,1276,TRUE,11/12/19,R_31NvrOK5UN6A5gP,,,,,32.602005,-85.48699951,anonymous,EN,30,60,10,0,,0,80,20,0,,0,100,0,0,,90,10,0,,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Not important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Not important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,"Very important,Somewhat important","What are the reasons for genetic divergence in the sea within and/or among species?,How do microbial symbiont(s) or microbiomes affect the adaptation or acclimation of their hosts to a changing environment?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?","Can epigenetic or plastic responses to environmental stress be inherited and alter evolutionary processes?,What is the role of hybridization/introgression in range expansion (or lack thereof) to new habitats?,What is the relative contribution of temporal fluctuating selection to maintaining variation in populations for short vs. long generation times?","For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,Under what conditions will evolutionary processes accelerate (e.g.  mutational meltdowns or Allee effects) or prevent (e.g. evolutionary rescue) extinctions?",1,,,3,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,3,,1,,,,,,,,,,,,,,1,,2,,,,,,,3,,,,1,4,3,5,2,,PhD,20-29,Female,,9,United States of America
11/12/19,11/12/19,IP Address,131.118.212.42,100,1212,TRUE,11/12/19,R_3smIxFMJam0B2J3,,,,,38.56430054,-76.08740234,anonymous,EN,20,40,20,20,genomics/bioinformatics,0,70,30,0,,10,90,0,0,,90,0,10,simulation/modeling,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,"Very important,Somewhat important","Very important,Somewhat important",Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,"Very important,Somewhat important",Somewhat important,Somewhat important,Somewhat important,Somewhat important,"Somewhat important,Not important","How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?",What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,"When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,2,4,5,3,"Now that we are in a post ""model"" species world (at least IMO), where we can develop or generate genomic resources for virtually any and every marine species of evolutionary interest, I would argue some of us still struggle with asking interesting but sometimes really  tough evolutionary questions about species that are pretty challenging to work with. Should we consider developing or focusing research on 'model marine species' with characteristics that make them ideal for experimentation (short generation time, easily cultured, etc), but are also relevant ecologically? e.g. Crepidula, certain Calanus copepods, Nematostella etc. Would be impossible to choose 1 or even a few of course, but to think about how the community might focus on a number of these models, i.e. a large-scale  collaborative effort over a number of years,  that could accelerate progress towards answering some of the major questions we are asking (i.e. the priorities in this survey) in all of our various species of interest. ",PhD,30-39,Male,,15,United States of America
11/12/19,11/12/19,IP Address,35.20.124.58,100,476,TRUE,11/12/19,R_2906KTLRBVSPofI,,,,,42.73069763,-84.48529816,anonymous,EN,20,80,0,0,,80,20,0,0,,80,20,0,0,,100,0,0,,Very important,Very important,Very important,Not important,Not important,Very important,Not important,Not important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Not important,Not important,Somewhat important,Very important,Somewhat important,Not important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,4,1,,PhD,20-29,Female,,10,United States of America
11/12/19,11/12/19,IP Address,130.166.116.147,100,644,TRUE,11/12/19,R_V4nh8mxx9McwLh7,,,,,34.15310669,-118.4295959,anonymous,EN,40,10,50,0,,0,100,0,0,,0,30,0,70,algae,60,40,0,,Somewhat important,Somewhat important,Very important,Very important,Not important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Very important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Very important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,"How do eco-evolutionary feedbacks alter productivity and biogeochemical cycles in the ocean?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?,How can an understanding of adaptation to multiple stressors be used to predict responses to multivariate environmental change or novel environments?","How do microbial symbiont(s) or microbiomes affect the adaptation or acclimation of their hosts to a changing environment?,How and which dispersal traits are evolving in response to environmental change?,What are the reasons for genetic divergence in the sea within and/or among species?","For restoration and assisted evolution efforts, can we use genomics to predict fitness of genotypes in particular environments (with limited knowledge of the underlying genetic architecture)?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,What is the relative contribution of temporal fluctuating selection to maintaining variation in populations for short vs. long generation times?",,2,,3,,,,,,,,,,,,,1,,,,,3,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,2,1,,,,,3,,,,,,,,1,3,4,5,2,,PhD,30-39,Female,,17,United States of America
11/12/19,11/12/19,IP Address,68.83.26.238,100,420,TRUE,11/12/19,R_10H1aJsUl15kREF,,,,,40.43060303,-74.40200043,anonymous,EN,50,50,0,0,,0,100,0,0,,0,90,10,0,,80,20,0,,Very important,Very important,Very important,Not important,Not important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Not important,"Very important,Somewhat important",Somewhat important,Not important,Not important,Somewhat important,Very important,Very important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Somewhat important,Not important,Very important,Very important,Not important,Not important,Very important,Somewhat important,"Very important,Somewhat important",Not important,Very important,Somewhat important,Not important,"What oceanographic and biological processes contribute to genetic load, and how does the geographic distribution of load affect adaptation?,What are the reasons for genetic divergence in the sea within and/or among species?,How and which dispersal traits are evolving in response to environmental change?","Under what conditions does the evolved plastic response predict the evolutionary response?,When high genetic drift (e.g. sweepstakes reproductive success), strong selection, and high gene flow all occur at the same life stage (e.g. larval dispersal), what are the relative importance of each process to evolutionary outcomes?,Do species with large effective population size have unexpected outcomes for population genetic processes?","What will nearshore climates be like in the future? (i.e., if we lack good predictions of ocean climate, how can we experiment under future conditions if we don’t know what those are?,What is the relative importance of rapid evolution versus acclimation via plasticity to environmental change?,How will environmental change interact with different reproduction strategies (e.g. broadcast spawning, brooding, sex determination) to alter reproductive success?",2,,,,,,3,,,,,1,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,1,,,3,,,,,,2,,,1,,,,,,,,,,,2,1,4,5,3,,Masters,20-29,Female,,3,United States of America
